Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,NA_Sales,EU_Sales,JP_Sales
Disney Sing It! High School Musical 3: Senior Year,PS3,2008,Misc,Disney Interactive Studios,0.4,0.08,0.05,0
Sega Superstars Tennis,PS3,2008,Sports,Sega,0.4,0.08,0.06,0
Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,0.4,0.12,0.03,0
Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.4,0.04,0.08,0
Littlest Pet Shop,Wii,2008,Simulation,Electronic Arts,0.39,0.12,0.03,0
NBA Live 09,PS2,2008,Sports,Electronic Arts,0.39,0.12,0.02,0
Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,0.39,0.12,0.03,0
NBA Live 09,PSP,2008,Sports,Electronic Arts,0.39,0.11,0.03,0
Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,0.39,0,0,0.15
Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,0.39,0.12,0.03,0
Monster Jam: Urban Assault,DS,2008,Racing,Activision,0.39,0.14,0,0
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.39,0.12,0.03,0
Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,0.39,0.12,0.03,0
MotoGP 08,PS3,2008,Racing,Capcom,0.39,0.08,0.06,0
Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.38,0.11,0.03,0
Sega Superstars Tennis,PS2,2008,Sports,Sega,0.38,0.14,0,0
Viking: Battle for Asgard,PS3,2008,Action,Sega,0.38,0.14,0,0
Dora The Explorer: Dora Saves the Snow Princess,PS2,2008,Platform,Take-Two Interactive,0.38,0.14,0.01,0
The Incredible Hulk,PS2,2008,Action,Sega,0.38,0.09,0.06,0
Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.38,0.14,0.01,0
Phantasy Star Ø,DS,2008,Role-Playing,Sega,0.38,0.14,0.01,0
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.38,0.14,0.01,0
Cabela's Dangerous Hunts 2009,Wii,2008,Sports,Activision Value,0.38,0,0,0.15
Petz Rescue: Wildlife Vet,DS,2008,Simulation,Ubisoft,0.38,0.14,0,0
Dancing with the Stars: We Dance!,Wii,2008,Misc,Activision,0.38,0.07,0.07,0
Puppy Palace,DS,2008,Simulation,Ubisoft,0.38,0,0,0.15
Petz Rescue: Ocean Patrol,DS,2008,Adventure,Ubisoft,0.37,0.14,0,0
Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,0.37,0.08,0.02,0.04
Tiger Woods PGA Tour 09,PS2,2008,Sports,Electronic Arts,0.37,0.11,0.03,0
Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.37,0.05,0.09,0
Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.37,0.09,0.05,0
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.37,0.13,0.01,0
Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0.37,0.11,0.03,0
Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.37,0.11,0.04,0
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.36,0.11,0.03,0
Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment,0.36,0.14,0,0
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory,0.36,0,0.13,0
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.36,0.11,0.03,0
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.36,0.14,0.01,0
Ryu Ga Gotoku Kenzan!,PS3,2008,Adventure,Sega,0.36,0.12,0.03,0
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.36,0,0,0.15
Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive,0.35,0.09,0.06,0
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,0.35,0.12,0.01,0
AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.35,0.03,0.1,0
MotoGP 08,X360,2008,Racing,Capcom,0.35,0.07,0.06,0
The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,0.35,0,0.13,0
Hello Kitty Daily,DS,2008,Misc,Nobilis,0.35,0.07,0.06,0
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,0.35,0.03,0.03,0.08
High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.34,0.07,0.06,0
UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,0.34,0.07,0.07,0
Monopoly,PS3,2008,Misc,Electronic Arts,0.34,0.07,0.06,0
SimCity Creator,DS,2008,Simulation,Electronic Arts,0.34,0.12,0.03,0
Speed Racer: The Videogame,DS,2008,Racing,Warner Bros. Interactive Entertainment,0.34,0,0,0.15
Smart Girl's Party Game,DS,2008,Misc,505 Games,0.34,0,0,0.15
My Baby Boy,DS,2008,Simulation,Nobilis,0.34,0.14,0,0
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,0.34,0.14,0,0
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,0.34,0,0,0.15
Imagine: Movie Star,DS,2008,Simulation,Ubisoft,0.34,0.11,0.02,0
NHL 09,PS3,2008,Sports,Electronic Arts,0.33,0.14,0,0
Fracture,X360,2008,Shooter,LucasArts,0.33,0.12,0.01,0.02
Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft,0.33,0.14,0,0
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.33,0.12,0.03,0
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.33,0.13,0.01,0
Golden Axe: Beast Rider,X360,2008,Action,Sega,0.33,0.14,0,0
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.05,0.02,0
Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.32,0.11,0.03,0
Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,0.32,0.05,0.04,0.05
Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.32,0.12,0.02,0
Madden NFL 09,DS,2008,Sports,Electronic Arts,0.32,0.11,0.04,0
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.32,0.13,0.01,0
FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.32,0.07,0.01,0.06
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.32,0.14,0,0
Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.32,0.1,0.04,0
Derby Stallion DS,DS,2008,Sports,Enterbrain,0.32,0.1,0.04,0
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.32,0.08,0.06,0
FIFA Street 3,X360,2008,Sports,Electronic Arts,0.32,0,0,0.15
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.32,0.14,0,0
Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.,0.32,0.11,0,0.04
Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0.32,0.14,0,0
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0.31,0,0,0.15
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.31,0.14,0,0
Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.31,0,0,0.15
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.31,0.14,0,0
Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0.31,0.12,0.02,0
Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.31,0,0,0.15
Shaun White Snowboarding,PS2,2008,Sports,Ubisoft,0.31,0.12,0.02,0
The Incredible Hulk,Wii,2008,Action,Sega,0.31,0.12,0.02,0
Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision,0.31,0.11,0.04,0
Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,0.31,0.12,0.03,0
Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0.3,0.13,0.01,0
Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.3,0.14,0.01,0
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.3,0.11,0.03,0
Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive,0.3,0,0,0.15
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.29,0.11,0.03,0
Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.29,0.1,0.01,0.03
Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.29,0,0,0.14
FlatOut: Head On,PSP,2008,Racing,Empire Interactive,0.29,0.12,0.03,0
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.29,0.12,0.03,0
Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.29,0.08,0.06,0
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,Konami Digital Entertainment,0.29,0.11,0.03,0
Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.29,0,0,0.15
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.29,0,0,0.15
Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment,0.29,0.11,0.03,0
Purr Pals,Wii,2008,Simulation,Deep Silver,0.29,0.07,0.06,0
Bratz: Super Babyz,DS,2008,Action,THQ,0.28,0.11,0.02,0.01
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.28,0,0,0.15
All Star Cheer Squad,DS,2008,Sports,THQ,0.28,0.07,0.06,0
Hannah Montana: Spotlight World Tour,PS2,2008,Action,Disney Interactive Studios,0.28,0.13,0,0.01
Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.28,0.13,0.01,0
Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,0.28,0,0.13,0
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.28,0.07,0.06,0
NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.28,0.07,0.06,0
Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0.27,0.14,0,0
Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.27,0.02,0.09,0
WWII Aces,Wii,2008,Simulation,Destineer,0.27,0.14,0,0
The Club,X360,2008,Shooter,Sega,0.27,0,0,0.15
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0.27,0.11,0.04,0
Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,0.27,0.1,0.03,0
Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,0.27,0.07,0.06,0
AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,0.27,0.07,0.06,0
My Japanese Coach,DS,2008,Misc,Ubisoft,0.27,0,0,0.15
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,0.27,0.12,0.03,0
The Incredible Hulk,X360,2008,Action,Sega,0.26,0,0.14,0
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.26,0.11,0.04,0
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.26,0,0,0.15
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,0.26,0.07,0.06,0
The Incredible Hulk,PS3,2008,Action,Sega,0.26,0.07,0.06,0
Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.26,0.12,0.02,0
Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai Games,0.26,0.12,0.03,0
Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,0.26,0,0,0.15
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.26,0,0,0.09
Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.26,0.12,0.03,0
Bratz Ponyz 2,DS,2008,Adventure,Game Factory,0.26,0.12,0.03,0
Legendary,X360,2008,Shooter,Atari,0.26,0.14,0,0
Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,0.26,0.14,0,0
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.26,0.08,0.06,0
NASCAR 09,X360,2008,Racing,Electronic Arts,0.25,0.11,0.03,0
NASCAR 09,PS3,2008,Racing,Electronic Arts,0.25,0.11,0.03,0
Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0.25,0.14,0,0
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,0.25,0.14,0,0
Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,0.25,0.07,0.05,0
Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.25,0.12,0.01,0.01
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.25,0,0,0.15
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.25,0.1,0.04,0
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.25,0.14,0,0
Bolt,X360,2008,Adventure,Disney Interactive Studios,0.25,0.11,0.03,0
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.25,0.11,0.03,0
Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,0.25,0,0,0.15
UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,Electronic Arts,0.25,0.07,0.06,0
SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.25,0.12,0.03,0
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,0.25,0.05,0.08,0
Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.25,0.04,0.05,0.04
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0.24,0.14,0,0
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.24,0.08,0.06,0
Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.24,0.11,0.04,0
Paws & Claws: Pet Resort,DS,2008,Simulation,THQ,0.24,0.14,0,0
AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.24,0.11,0.03,0
Jikkyou Powerful Pro Yakyuu 15,PS2,2008,Sports,Konami Digital Entertainment,0.24,0,0,0.14
Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.24,0.04,0.07,0.03
The Incredible Hulk,DS,2008,Action,Sega,0.24,0.07,0.06,0
Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.24,0.09,0.05,0
Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.24,0.11,0.03,0
Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.24,0.11,0.04,0
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.24,0.1,0.04,0
Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.24,0.07,0.06,0
PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.24,0.11,0.03,0
Sands of Destruction,DS,2008,Role-Playing,Sega,0.23,0.07,0.02,0.04
Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.23,0.08,0.06,0
Hotel for Dogs,DS,2008,Simulation,505 Games,0.23,0,0.04,0.1
The Club,PS3,2008,Shooter,Sega,0.23,0.13,0.01,0
Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.23,0.08,0.04,0
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.23,0.11,0.04,0
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.23,0,0,0.15
Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games,0.23,0,0,0.15
What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,0.23,0,0.13,0
Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0.23,0,0,0.15
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.23,0,0,0.15
Rock Band Track Pack Volume 1,Wii,2008,Misc,MTV Games,0.23,0.14,0,0
Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.23,0.13,0,0
I Love Horses,DS,2008,Simulation,GSP,0.23,0.01,0.11,0
NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.23,0.13,0,0
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.23,0,0,0.14
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.23,0.14,0,0
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.23,0,0,0.15
TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.22,0,0,0.15
MotoGP 08,PS2,2008,Racing,Capcom,0.22,0.06,0.01,0.07
Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.22,0,0,0.15
Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games,0.22,0.07,0.06,0
Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,Konami Digital Entertainment,0.22,0.11,0.03,0
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.22,0.07,0.06,0
Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft,0.22,0.11,0.03,0
Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.22,0.14,0,0
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.22,0.11,0.03,0
Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.22,0.1,0.03,0
Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.22,0,0,0.15
Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.22,0.11,0.04,0
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.22,0.13,0,0.01
Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.22,0.11,0.03,0
Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0.22,0.11,0.03,0
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.22,0.02,0.02,0.11
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.22,0.13,0.01,0
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.22,0.14,0,0
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.22,0.11,0.03,0
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0.22,0,0,0.15
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0.22,0.14,0,0
Pass the Pigs,DS,2008,Misc,THQ,0.22,0.08,0.06,0
Afrika,PS3,2008,Adventure,Unknown,0.22,0.08,0.06,0
Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0,0,0.14
Backyard NFL Football '09,Wii,2008,Sports,Atari,0.21,0.08,0.06,0
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.21,0.09,0,0.04
Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.21,0.11,0.03,0
Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.21,0,0.13,0
The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.21,0.14,0,0
Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.21,0,0,0.15
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.21,0,0,0.15
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.21,0.15,0,0
SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.21,0.07,0.07,0
Baja: Edge of Control,PS3,2008,Racing,THQ,0.21,0,0,0.15
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.21,0.11,0.03,0
Tony Hawk's Motion,DS,2008,Sports,Activision,0.21,0,0,0.14
Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.21,0.11,0.04,0
The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.21,0.02,0.12,0
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.21,0.08,0.06,0
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.21,0.06,0.07,0.01
World Championship Cards,PSP,2008,Misc,Crave Entertainment,0.2,0.13,0.01,0
Buzz! The Schools Quiz,PS2,2008,Misc,Sony Computer Entertainment,0.2,0.13,0,0
PBR: Out of the Chute,PS2,2008,Sports,Crave Entertainment,0.2,0.14,0,0
Deal or No Deal: The Banker is Back!,DS,2008,Misc,Mindscape,0.2,0.11,0.03,0
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.2,0,0,0.14
High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.2,0,0,0.15
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.2,0.14,0,0
Ford Racing Off Road,PS2,2008,Racing,Xplosiv,0.2,0.08,0.05,0
The Cheetah Girls: Passport to Stardom,DS,2008,Misc,Disney Interactive Studios,0.2,0.14,0,0
My Secret World by Imagine,DS,2008,Misc,Ubisoft,0.2,0.13,0,0
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.2,0,0,0.15
Baja: Edge of Control,X360,2008,Racing,THQ,0.2,0.06,0.03,0.05
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.2,0.11,0.02,0
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.2,0,0.04,0.09
The Naked Brothers Band: The Video Game,DS,2008,Misc,THQ,0.19,0.09,0.04,0
Iron Chef America: Supreme Cuisine,DS,2008,Simulation,Destineer,0.19,0.08,0.06,0
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.19,0.1,0.04,0
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.19,0.11,0.03,0
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.19,0.09,0.04,0
The Rise of the Argonauts,PS3,2008,Role-Playing,Codemasters,0.19,0.08,0.06,0
Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0.13,0,0
101-in-1 Explosive Megamix,DS,2008,Puzzle,Nordcurrent,0.19,0.11,0.02,0
The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.19,0.11,0.03,0
Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.19,0.11,0.02,0
SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,0.19,0.06,0.08,0
SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,0.19,0,0,0.15
Tottadoo! Yoiko no Mujintou Seikatsu,DS,2008,Adventure,Namco Bandai Games,0.19,0.07,0.06,0
Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,0.19,0,0,0.15
Pro Yakyuu Team o Tsukurou!,DS,2008,Sports,Sega,0.19,0.07,0.06,0
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.19,0,0,0.15
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.19,0.1,0.04,0
Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.19,0.1,0.04,0
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.19,0,0,0.15
Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.19,0.11,0.03,0
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.19,0,0,0.14
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.19,0.08,0.05,0
Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.19,0.12,0.02,0
Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.19,0.01,0.11,0
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.19,0.1,0.04,0
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.19,0.11,0.03,0
Disgaea DS,DS,2008,Role-Playing,Square Enix,0.18,0.13,0,0
Mahjong: Journey Quest for Tikal,DS,2008,Puzzle,Rondomedia,0.18,0,0,0.14
Call of Duty: World at War,PC,2008,Shooter,Activision,0.18,0.13,0,0
Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0.18,0.11,0.03,0
Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.18,0.13,0,0
Alone in the Dark,Wii,2008,Adventure,Atari,0.18,0.07,0.06,0
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.18,0.13,0.01,0
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.18,0,0.13,0
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.18,0,0,0.14
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.18,0.07,0.06,0
Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0.18,0.07,0.06,0
SimCity Creator (JP sales),DS,2008,Simulation,Electronic Arts,0.18,0,0,0.14
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.18,0.11,0.03,0
Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,0.18,0.12,0.01,0
Madden NFL 09,XB,2008,Sports,Electronic Arts,0.18,0.09,0,0.04
Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0.18,0.01,0,0.13
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.18,0,0,0.14
Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.17,0.08,0.05,0
WordJong Party,Wii,2008,Puzzle,Destineer,0.17,0.12,0.01,0
Skate it,DS,2008,Sports,Electronic Arts,0.17,0.13,0,0
Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.17,0.08,0.05,0
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.17,0.07,0.06,0
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.17,0.07,0.06,0
Cabela's Legendary Adventures,PSP,2008,Sports,Activision,0.17,0,0,0.14
Backyard NFL Football '09,PS2,2008,Sports,Atari,0.17,0,0,0.14
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.17,0.07,0.06,0
NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.17,0.1,0.04,0
Let's TAP,Wii,2008,Misc,Sega,0.17,0.08,0.05,0
Luxor 3,Wii,2008,Puzzle,Mumbo Jumbo,0.17,0.07,0.03,0.02
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.17,0,0,0.14
The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.17,0.07,0.06,0
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.17,0.11,0.03,0
FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.17,0.11,0,0
Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.17,0.07,0.05,0
Bratz Kidz,Wii,2008,Misc,Game Factory,0.17,0,0,0.14
The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.17,0,0,0.14
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0.17,0.08,0.05,0
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.17,0.1,0.04,0
NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.17,0.07,0.06,0
